budget,genres,keywords,original_language,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,companies,countries,languages
108000000,Drama,"['based on novel', 'mars', 'nasa', 'isolation', 'botanist', 'stranded', 'spaceship', 'space', 'engineering', 'survival', 'astronaut', 'science', 'deep space explorer', 'duringcreditsstinger', 'battle for survival']",en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,2015-09-30,630161890,141.0,Bring Him Home,The Martian,7.6,Twentieth Century Fox Film Corporation,United States of America,English
126000000,Action,"['clone', 'transplantation', ""love of one's life"", 'dystopia', 'genetics', 'freedom', 'escape', 'cloning', 'plague']",en,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",37.68056,2005-07-20,162949164,136.0,Your time will come...,The Island,6.5,DreamWorks SKG,United States of America,English
150000000,Adventure,"['italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service', 'montenegro']",en,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",88.935165,2006-11-14,599045960,144.0,Everyone has a past. Every legend has a beginning.,Casino Royale,7.3,Eon Productions,Italy,English
80000000,History,"['cinema', 'hiding place', 'machinegun', 'prison guard', 'escape from prison', 'dillinger']",en,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.",33.691694,2009-07-01,214104620,140.0,America's Most Wanted.,Public Enemies,6.5,Universal Pictures,United States of America,English
100000000,Drama,"['underdog', 'black people', 'drug traffic', 'drug smuggle', 'society', 'ambition', 'rise and fall', 'cop', 'drug dealing', 'police corruption', 'gangster', 'crime', 'police detective', 'family', 'law enforcement', 'aftercreditsstinger', 'dishonesty', 'criminal heroes']",en,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story.",42.361215,2007-11-02,266465037,157.0,There are two sides to the American dream,American Gangster,7.4,Imagine Entertainment,United Kingdom,English
100000000,Thriller,"['hostage', 'new york city', 'new york subway', 'subway train', 'stock market', 'motorcycle crash', 'subway tunnel', 'aftercreditsstinger']",en,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",40.597856,2009-06-11,150166126,106.0,I can't get it out of my head. I'm gonna die today.,The Taking of Pelham 1 2 3,6.2,Columbia Pictures,United States of America,English
100000000,Comedy,"['nurse', 'cat', 'father-in-law', 'vomit', 'kids and family', 'viagra', 'duringcreditsstinger']",en,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",32.389353,2010-12-21,310650585,98.0,"Kids bring everyone closer, right?",Little Fockers,5.4,Paramount Pictures,United States of America,English
100000000,Action,"['narration', 'ceo', 'fire truck', 'shot in the shoulder', 'zip line', 'buddy comedy', 'carjacking', 'aftercreditsstinger', 'duringcreditsstinger']",en,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",24.399642,2010-08-06,170432927,107.0,When the cops are busy... Our only hope is...,The Other Guys,6.1,Columbia Pictures,United States of America,English
100000000,Action,"['suicide', 'ambush', 'showdown', 'hostage', 'traitor', 'new identity', 'hitman', 'witness', 'witness protection', 'arms dealer', 'deception', 'betrayal', 'treason', 'conspiracy', 'u.s. marshal', 'gunfight', 'train', 'explosion', 'violence', 'sabotage', 'corporate crime', 'rogue agent', 'assassination attempt', 'x-ray vision', 'railgun']",en,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",24.507987,1996-06-21,242295562,115.0,He will erase your past to protect your future.,Eraser,5.6,Kopelson Entertainment,Canada,English
100000000,Drama,"['bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century']",en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,2012-12-25,425368238,165.0,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,Columbia Pictures,United States of America,English
100000000,Action,"['airplane', 'number in title', 'airplane crash', 'violence', 'beard', 'ensemble cast', 'loss of friend', 'wisecrack humor', 'airport lounge', 'asian woman']",en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",53.73289200000001,2012-08-08,312573423,103.0,Back for War.,The Expendables 2,6.1,Nu Image Films,United States of America,English
100000000,Fantasy,"['based on novel', 'mythical creature', 'dragon', 'fantasy world', 'teenage hero', 'based on young adult novel']",en,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",30.863434,2006-12-14,249288105,104.0,"As darkness falls, the last dragon will choose its rider.",Eragon,4.9,Ingenious Film Partners,United Kingdom,English
100000000,Family,"[""children's book"", 'igloo', 'wolf costume', 'swallowed whole', 'hit with a rock', 'lying', 'falling down a hill', 'snowball fight', ""children's perspectives""]",en,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",31.586215000000006,2009-10-16,100086793,101.0,There's one in all of us.,Where the Wild Things Are,6.4,Village Roadshow Pictures,United States of America,English
100000000,Action,"['paris', 'hotel', 'false identity', 'undercover agent', 'romance']",en,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",41.426678,2010-12-08,278731369,103.0,It all started when he met a woman,The Tourist,6.0,Columbia Pictures,United Kingdom,English
100000000,Action,"['christianity', 'sex', ""new year's eve"", 'pastor', 'nudity', 'mephisto', 'nightmare', 'bible', 'satanist', 'faith', 'ex-cop', 'anti-christ', 'millenium', 'atheist', 'suspense', 'priest', 'hospital', 'train', 'new york city', 'explosion', 'church', 'violence', 'devil', 'woman in jeopardy', 'satanic', 'flashback', 'stigmata']",en,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane.",20.652943,1999-11-24,211989043,121.0,Prepare for the end.,End of Days,5.5,Beacon Communications,United States of America,English
100000000,Crime,"['corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker']",en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",95.007934,2013-12-25,392000694,180.0,EARN. SPEND. PARTY.,The Wolf of Wall Street,7.9,Paramount Pictures,United States of America,Français
102000000,Drama,"['clone', 'future', 'dystopia', 'ensemble cast', 'duringcreditsstinger', 'century', 'woman director', '1930s']",en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",73.872343,2012-10-26,130482868,172.0,Everything is Connected,Cloud Atlas,6.6,Anarchos Productions,Germany,English
